pedido_id,data_pedido,cliente_id,produto_id,quantidade,valor_unitario,desconto_pct,valor_total,status
4617,2024-09-25,466,17,1,63.03,0.0,63.03,Entregue
4618,2024-02-27,416,1,1,218.58,0.0,218.58,Entregue
4619,2025-06-24,254,4,2,301.5,0.0,603.0,Entregue
4620,2024-01-09,458,14,1,61.85,0.0,61.85,Entregue
4621,2024-11-19,458,11,1,33.09,0.0,33.09,Entregue
4622,2024-10-07,158,3,1,350.84,0.0,350.84,Entregue
4623,2025-06-17,251,5,1,137.73,0.0,137.73,Entregue
4624,2025-08-19,3,6,1,68.08,0.0,68.08,Entregue
4625,2024-09-18,97,15,1,57.27,0.0,57.27,Em trânsito
4626,2025-09-25,434,8,1,195.91,0.0,195.91,Entregue
4627,2024-09-10,224,6,1,68.08,0.0,68.08,Entregue
4628,2024-12-06,388,5,1,137.73,0.0,137.73,Entregue
4629,2025-07-17,434,15,1,57.27,0.0,57.27,Entregue
4630,2025-06-17,489,5,3,137.73,0.0,413.19,Cancelado
4631,2025-12-26,4,20,1,61.4,0.0,61.4,Entregue
4632,2024-07-14,165,15,1,57.27,0.05,54.41,Entregue
4633,2025-05-23,246,9,1,148.2,0.0,148.2,Cancelado
4634,2025-04-10,366,18,2,90.59,0.15,154.0,Em trânsito
4635,2025-11-22,151,17,2,63.03,0.0,126.06,Entregue
4636,2024-05-18,165,16,1,47.93,0.0,47.93,Entregue
4637,2025-08-07,232,16,1,47.93,0.0,47.93,Entregue
4638,2025-03-05,95,21,1,570.07,0.1,513.06,Entregue
4639,2024-08-26,450,8,1,195.91,0.0,195.91,Entregue
4640,2024-12-19,224,5,1,137.73,0.0,137.73,Entregue
4641,2024-10-10,497,12,2,175.49,0.0,350.98,Em trânsito
4642,2025-03-15,50,12,1,175.49,0.0,175.49,Entregue
4643,2025-11-10,413,11,1,33.09,0.0,33.09,Entregue
4644,2025-03-06,326,11,1,33.09,0.0,33.09,Entregue
4645,2025-04-29,457,10,1,167.45,0.0,167.45,Entregue
4646,2025-01-17,20,24,1,361.41,0.05,343.34,Entregue
4647,2024-02-17,337,21,1,570.07,0.0,570.07,Em trânsito
4648,2024-07-21,269,13,1,154.87,0.0,154.87,Entregue
4649,2024-12-27,55,3,1,350.84,0.0,350.84,Entregue
4650,2024-09-23,200,17,1,63.03,0.0,63.03,Entregue
4651,2024-06-07,268,24,1,361.41,0.0,361.41,Entregue
4652,2025-01-04,413,24,1,361.41,0.0,361.41,Entregue
4653,2024-10-03,321,12,1,175.49,0.1,157.94,Entregue
4654,2024-08-12,214,22,1,168.57,0.0,168.57,Entregue
4655,2024-12-14,1,15,1,57.27,0.0,57.27,Entregue
4656,2024-04-30,464,22,1,168.57,0.1,151.71,Em trânsito
4657,2025-11-27,468,12,2,175.49,0.05,333.43,Cancelado
4658,2025-11-01,13,6,3,68.08,0.0,204.24,Entregue
4659,2025-06-29,429,11,1,33.09,0.1,29.78,Em trânsito
4660,2024-04-07,129,7,1,50.46,0.1,45.41,Entregue
4661,2025-08-27,478,16,1,47.93,0.0,47.93,Entregue
4662,2025-09-22,73,23,1,298.32,0.1,268.49,Cancelado
4663,2025-08-20,264,17,1,63.03,0.0,63.03,Cancelado
4664,2024-04-14,424,17,1,63.03,0.0,63.03,Entregue
4665,2025-05-08,50,14,1,61.85,0.1,55.66,Entregue
4666,2025-10-10,473,3,2,350.84,0.0,701.68,Entregue
4667,2025-03-13,186,12,1,175.49,0.05,166.72,Entregue
4668,2025-05-10,438,21,1,570.07,0.0,570.07,Em trânsito
4669,2024-12-12,400,8,1,195.91,0.0,195.91,Em trânsito
4670,2025-01-26,387,4,1,301.5,0.15,256.27,Em trânsito
4671,2024-01-31,218,5,1,137.73,0.0,137.73,Entregue
4672,2025-05-05,134,1,1,218.58,0.0,218.58,Entregue
4673,2024-03-16,316,15,2,57.27,0.0,114.54,Em trânsito
4674,2024-11-30,174,19,1,78.99,0.0,78.99,Em trânsito
4675,2024-09-09,201,11,1,33.09,0.0,33.09,Entregue
4676,2025-02-11,177,11,1,33.09,0.0,33.09,Entregue
4677,2024-04-30,192,23,1,298.32,0.0,298.32,Cancelado
4678,2025-06-16,221,25,1,437.66,0.0,437.66,Entregue
4679,2025-09-12,466,3,2,350.84,0.1,631.51,Em trânsito
4680,2024-05-23,312,13,1,154.87,0.0,154.87,Entregue
4681,2024-04-05,289,13,3,154.87,0.0,464.61,Entregue
4682,2024-05-09,245,6,1,68.08,0.0,68.08,Entregue
4683,2025-11-05,387,19,1,78.99,0.0,78.99,Cancelado
4684,2025-01-25,405,7,1,50.46,0.0,50.46,Cancelado
4685,2024-12-16,328,6,1,68.08,0.0,68.08,Cancelado
4686,2024-04-07,433,22,1,168.57,0.0,168.57,Entregue
4687,2025-05-13,67,17,1,63.03,0.05,59.88,Entregue
4688,2025-11-01,479,17,2,63.03,0.0,126.06,Entregue
4689,2025-10-06,182,14,1,61.85,0.0,61.85,Cancelado
4690,2025-04-24,417,16,1,47.93,0.05,45.53,Em trânsito
4691,2024-03-11,337,16,1,47.93,0.1,43.14,Em trânsito
4692,2024-04-12,15,11,1,33.09,0.0,33.09,Entregue
4693,2024-02-15,413,3,1,350.84,0.0,350.84,Em trânsito
4694,2024-08-11,23,17,1,63.03,0.0,63.03,Entregue
4695,2024-05-02,8,19,1,78.99,0.0,78.99,Em trânsito
4696,2024-08-14,92,2,1,431.76,0.1,388.58,Entregue
4697,2024-11-08,227,25,1,437.66,0.0,437.66,Entregue
4698,2025-12-04,237,5,1,137.73,0.0,137.73,Entregue
4699,2025-04-11,298,13,2,154.87,0.15,263.28,Em trânsito
4700,2025-10-11,324,10,1,167.45,0.0,167.45,Cancelado
4701,2025-07-02,312,17,2,63.03,0.1,113.45,Cancelado
4702,2024-04-12,115,8,1,195.91,0.0,195.91,Entregue
4703,2025-07-24,219,3,1,350.84,0.0,350.84,Entregue
4704,2024-08-26,303,24,1,361.41,0.0,361.41,Em trânsito
4705,2025-05-05,49,16,1,47.93,0.05,45.53,Entregue
4706,2024-10-14,132,7,1,50.46,0.1,45.41,Entregue
4707,2025-12-30,456,10,2,167.45,0.0,334.9,Em trânsito
4708,2024-08-17,60,12,1,175.49,0.0,175.49,Entregue
4709,2024-08-30,257,1,1,218.58,0.0,218.58,Entregue
4710,2025-11-29,203,5,1,137.73,0.0,137.73,Cancelado
4711,2024-01-22,270,18,1,90.59,0.05,86.06,Entregue
4712,2025-06-20,178,2,2,431.76,0.0,863.52,Entregue
4713,2025-07-15,363,18,1,90.59,0.0,90.59,Entregue
4714,2025-10-12,92,16,2,47.93,0.0,95.86,Entregue
4715,2025-12-19,379,13,1,154.87,0.0,154.87,Entregue
4716,2025-12-20,85,9,2,148.2,0.0,296.4,Entregue
4717,2024-03-02,436,11,2,33.09,0.0,66.18,Entregue
4718,2025-10-02,292,18,3,90.59,0.0,271.77,Entregue
4719,2025-05-10,48,9,1,148.2,0.0,148.2,Entregue
4720,2025-05-11,261,3,1,350.84,0.0,350.84,Entregue
4721,2024-04-26,47,12,1,175.49,0.0,175.49,Cancelado
4722,2025-05-13,114,24,1,361.41,0.0,361.41,Cancelado
4723,2025-12-23,215,23,1,298.32,0.0,298.32,Entregue
4724,2025-11-20,457,18,1,90.59,0.1,81.53,Entregue
4725,2024-12-02,32,14,1,61.85,0.05,58.76,Entregue
4726,2024-02-06,270,15,1,57.27,0.0,57.27,Em trânsito
4727,2024-10-28,221,20,2,61.4,0.0,122.8,Entregue
4728,2025-10-05,339,15,1,57.27,0.05,54.41,Entregue
4729,2025-06-24,104,20,2,61.4,0.05,116.66,Em trânsito
4730,2024-12-12,432,10,1,167.45,0.0,167.45,Entregue
4731,2024-02-21,154,1,1,218.58,0.0,218.58,Entregue
4732,2024-11-27,340,4,1,301.5,0.0,301.5,Entregue
4733,2024-12-17,315,15,1,57.27,0.0,57.27,Entregue
4734,2025-11-28,228,10,2,167.45,0.0,334.9,Entregue
4735,2025-05-06,106,22,1,168.57,0.0,168.57,Entregue
4736,2024-09-24,229,11,1,33.09,0.0,33.09,Entregue
4737,2025-01-23,358,19,1,78.99,0.0,78.99,Entregue
4738,2024-03-03,408,11,1,33.09,0.05,31.44,Entregue
4739,2025-12-19,37,9,1,148.2,0.1,133.38,Cancelado
4740,2024-10-27,247,4,1,301.5,0.0,301.5,Em trânsito
4741,2024-12-21,192,12,1,175.49,0.0,175.49,Entregue
4742,2024-10-24,104,5,1,137.73,0.05,130.84,Entregue
4743,2025-06-08,162,13,1,154.87,0.15,131.64,Entregue
4744,2025-05-23,276,9,1,148.2,0.05,140.79,Entregue
4745,2025-07-06,259,7,2,50.46,0.0,100.92,Entregue
4746,2024-08-20,382,13,1,154.87,0.05,147.13,Em trânsito
4747,2024-09-28,438,7,1,50.46,0.0,50.46,Cancelado
4748,2024-04-23,69,21,1,570.07,0.0,570.07,Entregue
4749,2025-05-18,85,11,1,33.09,0.0,33.09,Cancelado
4750,2024-02-05,402,24,2,361.41,0.05,686.68,Entregue
4751,2025-03-31,60,15,3,57.27,0.0,171.81,Entregue
4752,2025-11-02,478,22,1,168.57,0.0,168.57,Entregue
4753,2025-11-11,324,21,2,570.07,0.0,1140.14,Em trânsito
4754,2024-12-07,11,4,1,301.5,0.0,301.5,Entregue
4755,2024-12-12,130,17,2,63.03,0.0,126.06,Cancelado
4756,2024-03-12,166,4,1,301.5,0.05,286.42,Entregue
4757,2025-05-30,162,21,1,570.07,0.1,513.06,Entregue
4758,2025-10-02,300,15,1,57.27,0.15,48.68,Entregue
4759,2024-08-01,44,23,1,298.32,0.05,283.4,Cancelado
4760,2024-11-24,291,15,1,57.27,0.0,57.27,Cancelado
4761,2025-10-13,434,1,1,218.58,0.0,218.58,Cancelado
4762,2025-11-05,24,9,1,148.2,0.1,133.38,Entregue
4763,2024-07-30,53,17,1,63.03,0.0,63.03,Em trânsito
4764,2025-02-16,386,19,1,78.99,0.05,75.04,Em trânsito
4765,2024-06-16,61,24,1,361.41,0.0,361.41,Entregue
4766,2024-04-03,367,13,3,154.87,0.1,418.15,Entregue
4767,2025-11-20,214,10,2,167.45,0.0,334.9,Entregue
4768,2025-10-01,283,14,1,61.85,0.05,58.76,Entregue
4769,2025-08-14,78,1,1,218.58,0.0,218.58,Entregue
4770,2024-02-15,271,9,1,148.2,0.0,148.2,Entregue
4771,2025-10-16,289,5,1,137.73,0.0,137.73,Cancelado
4772,2024-12-02,348,21,2,570.07,0.05,1083.13,Entregue
4773,2024-10-15,227,16,1,47.93,0.0,47.93,Entregue
4774,2025-02-12,2,15,1,57.27,0.0,57.27,Entregue
4775,2024-03-25,306,17,1,63.03,0.15,53.58,Entregue
4776,2025-08-11,232,12,1,175.49,0.05,166.72,Entregue
4777,2025-03-18,60,12,1,175.49,0.0,175.49,Entregue
4778,2024-06-11,343,17,1,63.03,0.0,63.03,Entregue
4779,2024-06-13,226,25,1,437.66,0.0,437.66,Entregue
4780,2024-06-09,319,19,1,78.99,0.0,78.99,Entregue
4781,2024-02-23,198,23,3,298.32,0.0,894.96,Entregue
4782,2025-03-23,205,4,2,301.5,0.0,603.0,Cancelado
4783,2025-10-14,238,10,1,167.45,0.0,167.45,Entregue
4784,2024-01-16,273,21,3,570.07,0.0,1710.21,Entregue
4785,2024-02-15,53,7,2,50.46,0.05,95.87,Entregue
4786,2025-03-09,279,11,1,33.09,0.0,33.09,Entregue
4787,2025-10-01,164,24,1,361.41,0.0,361.41,Entregue
4788,2024-10-05,480,21,1,570.07,0.05,541.57,Entregue
4789,2024-10-20,113,9,1,148.2,0.0,148.2,Entregue
4790,2025-03-30,491,1,3,218.58,0.15,557.38,Entregue
4791,2024-08-25,414,8,1,195.91,0.0,195.91,Em trânsito
4792,2024-01-24,467,4,1,301.5,0.0,301.5,Entregue
4793,2025-07-24,9,15,2,57.27,0.0,114.54,Entregue
4794,2025-04-24,411,9,1,148.2,0.0,148.2,Em trânsito
4795,2025-03-16,351,5,1,137.73,0.15,117.07,Entregue
4796,2025-07-30,230,1,1,218.58,0.0,218.58,Em trânsito
4797,2025-06-02,340,16,1,47.93,0.05,45.53,Em trânsito
4798,2024-06-28,298,24,2,361.41,0.0,722.82,Em trânsito
4799,2024-10-22,288,21,1,570.07,0.0,570.07,Cancelado
4800,2024-04-24,156,9,1,148.2,0.05,140.79,Entregue
4801,2024-04-27,81,7,1,50.46,0.0,50.46,Entregue
4802,2025-06-03,176,12,1,175.49,0.05,166.72,Entregue
4803,2025-10-26,175,10,3,167.45,0.15,427.0,Entregue
4804,2025-12-14,141,17,1,63.03,0.0,63.03,Entregue
4805,2025-04-26,303,2,1,431.76,0.0,431.76,Entregue
4806,2024-06-09,204,11,1,33.09,0.0,33.09,Em trânsito
4807,2024-04-07,289,20,2,61.4,0.0,122.8,Entregue
4808,2025-09-26,291,7,1,50.46,0.0,50.46,Entregue
4809,2025-03-14,374,7,1,50.46,0.0,50.46,Em trânsito
4810,2025-04-18,210,1,2,218.58,0.0,437.16,Entregue
4811,2025-09-01,319,4,1,301.5,0.0,301.5,Entregue
4812,2025-06-26,162,11,3,33.09,0.0,99.27,Entregue
4813,2025-10-10,128,23,1,298.32,0.0,298.32,Entregue
4814,2024-02-22,318,9,2,148.2,0.0,296.4,Entregue
4815,2025-08-04,401,23,1,298.32,0.0,298.32,Em trânsito
4816,2025-10-21,319,8,1,195.91,0.05,186.11,Cancelado
4817,2024-09-04,139,3,1,350.84,0.0,350.84,Em trânsito
4818,2025-05-06,100,20,3,61.4,0.0,184.2,Cancelado
4819,2024-09-26,493,23,1,298.32,0.0,298.32,Entregue
4820,2025-12-12,45,15,1,57.27,0.0,57.27,Em trânsito
4821,2024-01-30,419,17,1,63.03,0.0,63.03,Em trânsito
4822,2025-03-15,457,6,1,68.08,0.0,68.08,Entregue
4823,2024-05-26,276,12,1,175.49,0.0,175.49,Entregue
4824,2025-07-03,242,4,2,301.5,0.0,603.0,Em trânsito
4825,2024-06-02,425,2,2,431.76,0.1,777.17,Entregue
4826,2024-07-24,333,14,3,61.85,0.0,185.55,Entregue
4827,2024-12-29,237,25,1,437.66,0.0,437.66,Entregue
4828,2025-11-22,157,9,1,148.2,0.0,148.2,Entregue
4829,2024-07-03,429,14,1,61.85,0.1,55.66,Cancelado
4830,2024-05-08,159,3,3,350.84,0.0,1052.52,Entregue
4831,2025-08-13,131,15,1,57.27,0.0,57.27,Entregue
4832,2025-01-01,393,20,1,61.4,0.0,61.4,Em trânsito
4833,2025-11-20,339,25,1,437.66,0.0,437.66,Em trânsito
4834,2024-05-10,74,15,3,57.27,0.1,154.63,Entregue
4835,2025-05-10,105,17,1,63.03,0.0,63.03,Entregue
4836,2024-07-21,269,25,1,437.66,0.0,437.66,Cancelado
4837,2024-05-18,341,9,1,148.2,0.1,133.38,Em trânsito
4838,2025-06-09,285,12,1,175.49,0.0,175.49,Entregue
4839,2025-03-28,220,9,1,148.2,0.05,140.79,Entregue
4840,2025-08-10,256,21,1,570.07,0.1,513.06,Em trânsito
4841,2024-09-23,26,14,2,61.85,0.1,111.33,Entregue
4842,2024-12-07,219,24,1,361.41,0.0,361.41,Entregue
4843,2024-11-17,500,19,3,78.99,0.0,236.97,Entregue
4844,2025-12-24,235,10,1,167.45,0.0,167.45,Entregue
4845,2024-09-09,305,5,1,137.73,0.0,137.73,Entregue
4846,2024-09-11,407,10,1,167.45,0.0,167.45,Em trânsito
4847,2024-10-23,400,3,1,350.84,0.0,350.84,Entregue
4848,2025-03-02,333,19,3,78.99,0.0,236.97,Cancelado
4849,2024-08-07,104,8,1,195.91,0.05,186.11,Cancelado
4850,2025-11-22,113,16,1,47.93,0.0,47.93,Entregue
4851,2024-08-18,45,15,1,57.27,0.0,57.27,Em trânsito
4852,2025-11-13,400,10,1,167.45,0.0,167.45,Entregue
4853,2024-04-05,22,2,2,431.76,0.0,863.52,Entregue
4854,2025-05-18,478,21,1,570.07,0.0,570.07,Em trânsito
4855,2025-11-18,128,4,1,301.5,0.0,301.5,Entregue
4856,2024-05-28,270,9,1,148.2,0.0,148.2,Entregue
4857,2025-12-16,281,2,1,431.76,0.0,431.76,Cancelado
4858,2024-12-09,190,9,1,148.2,0.0,148.2,Entregue
4859,2025-12-06,291,5,1,137.73,0.0,137.73,Entregue
4860,2025-06-04,29,19,1,78.99,0.0,78.99,Entregue
4861,2024-09-16,315,23,2,298.32,0.0,596.64,Entregue
4862,2024-06-13,95,25,1,437.66,0.0,437.66,Cancelado
4863,2024-09-18,192,25,1,437.66,0.0,437.66,Cancelado
4864,2024-03-27,109,13,1,154.87,0.05,147.13,Entregue
4865,2024-05-08,313,21,1,570.07,0.15,484.56,Entregue
4866,2024-04-06,192,11,2,33.09,0.1,59.56,Entregue
4867,2024-11-25,416,10,2,167.45,0.0,334.9,Em trânsito
4868,2025-09-12,182,22,2,168.57,0.0,337.14,Em trânsito
4869,2024-05-06,466,3,1,350.84,0.0,350.84,Entregue
4870,2024-04-27,87,9,2,148.2,0.1,266.76,Em trânsito
4871,2025-05-08,260,16,2,47.93,0.05,91.07,Entregue
4872,2024-06-20,152,5,1,137.73,0.05,130.84,Cancelado
4873,2024-03-31,90,18,1,90.59,0.0,90.59,Entregue
4874,2024-05-26,279,13,1,154.87,0.0,154.87,Entregue
4875,2025-11-26,298,20,1,61.4,0.0,61.4,Entregue
4876,2025-10-02,74,21,1,570.07,0.0,570.07,Entregue
4877,2024-10-23,378,8,1,195.91,0.1,176.32,Cancelado
4878,2025-05-18,489,20,1,61.4,0.0,61.4,Entregue
4879,2025-02-02,19,23,1,298.32,0.0,298.32,Entregue
4880,2025-06-04,344,4,1,301.5,0.05,286.42,Entregue
4881,2025-06-09,210,20,1,61.4,0.0,61.4,Cancelado
4882,2025-04-26,129,10,1,167.45,0.0,167.45,Entregue
4883,2024-08-19,281,17,1,63.03,0.0,63.03,Em trânsito
4884,2024-02-05,455,9,3,148.2,0.0,444.6,Entregue
4885,2024-12-10,91,17,1,63.03,0.05,59.88,Entregue
4886,2025-11-11,374,16,1,47.93,0.0,47.93,Cancelado
4887,2025-03-06,58,9,1,148.2,0.0,148.2,Em trânsito
4888,2025-10-09,210,18,1,90.59,0.0,90.59,Entregue
4889,2025-12-28,321,10,1,167.45,0.0,167.45,Entregue
4890,2024-05-24,12,11,2,33.09,0.0,66.18,Entregue
4891,2025-06-16,27,25,1,437.66,0.0,437.66,Entregue
4892,2025-06-02,156,19,1,78.99,0.0,78.99,Entregue
4893,2025-12-22,64,15,3,57.27,0.15,146.04,Entregue
4894,2025-12-25,92,14,1,61.85,0.0,61.85,Entregue
4895,2025-06-12,114,14,1,61.85,0.0,61.85,Em trânsito
4896,2024-07-31,109,23,2,298.32,0.0,596.64,Entregue
4897,2025-09-14,452,6,1,68.08,0.0,68.08,Entregue
4898,2024-04-08,383,8,2,195.91,0.0,391.82,Em trânsito
4899,2025-08-31,192,21,1,570.07,0.0,570.07,Cancelado
4900,2025-11-20,91,8,1,195.91,0.0,195.91,Entregue
4901,2024-11-07,159,15,1,57.27,0.0,57.27,Entregue
4902,2025-04-28,215,13,1,154.87,0.0,154.87,Em trânsito
4903,2024-11-28,60,8,1,195.91,0.0,195.91,Entregue
4904,2024-12-02,160,24,1,361.41,0.0,361.41,Entregue
4905,2024-09-23,486,2,1,431.76,0.0,431.76,Entregue
4906,2025-08-16,176,16,1,47.93,0.0,47.93,Entregue
4907,2025-12-01,149,3,1,350.84,0.0,350.84,Entregue
4908,2025-12-03,168,3,2,350.84,0.0,701.68,Em trânsito
4909,2024-06-02,112,15,1,57.27,0.1,51.54,Entregue
4910,2025-11-04,355,15,2,57.27,0.1,103.09,Cancelado
4911,2025-07-26,28,14,3,61.85,0.0,185.55,Entregue
4912,2024-08-08,33,24,1,361.41,0.0,361.41,Entregue
4913,2024-03-04,266,24,1,361.41,0.0,361.41,Entregue
4914,2024-08-20,18,19,2,78.99,0.0,157.98,Entregue
4915,2025-11-21,402,17,1,63.03,0.0,63.03,Entregue
4916,2025-04-30,98,17,1,63.03,0.0,63.03,Entregue
4917,2025-07-11,435,21,1,570.07,0.0,570.07,Entregue
4918,2024-08-11,399,15,1,57.27,0.0,57.27,Entregue
4919,2025-07-10,295,8,1,195.91,0.0,195.91,Entregue
4920,2024-01-25,303,25,1,437.66,0.0,437.66,Em trânsito
4921,2024-11-04,499,23,1,298.32,0.0,298.32,Entregue
4922,2025-04-25,42,10,1,167.45,0.0,167.45,Entregue
4923,2024-05-10,490,8,1,195.91,0.15,166.52,Entregue
4924,2025-10-03,33,13,1,154.87,0.0,154.87,Entregue
4925,2024-07-23,442,9,1,148.2,0.0,148.2,Entregue
4926,2025-05-15,399,16,1,47.93,0.0,47.93,Entregue
4927,2024-11-17,485,13,1,154.87,0.0,154.87,Entregue
4928,2025-03-30,322,12,1,175.49,0.0,175.49,Entregue
4929,2024-04-08,206,21,1,570.07,0.0,570.07,Entregue
4930,2024-01-16,281,24,1,361.41,0.0,361.41,Em trânsito
4931,2025-11-19,68,4,2,301.5,0.0,603.0,Cancelado
4932,2024-08-22,255,20,1,61.4,0.15,52.19,Em trânsito
4933,2025-10-01,148,21,1,570.07,0.0,570.07,Em trânsito
4934,2025-12-31,400,17,1,63.03,0.15,53.58,Entregue
4935,2024-07-02,270,10,2,167.45,0.0,334.9,Entregue
4936,2024-08-18,361,13,2,154.87,0.0,309.74,Entregue
4937,2025-05-23,460,2,1,431.76,0.0,431.76,Cancelado
4938,2025-12-15,393,8,1,195.91,0.0,195.91,Entregue
4939,2025-11-22,119,7,2,50.46,0.15,85.78,Entregue
4940,2025-01-03,8,13,1,154.87,0.0,154.87,Entregue
4941,2025-09-12,374,3,1,350.84,0.0,350.84,Entregue
4942,2024-05-02,287,15,1,57.27,0.0,57.27,Entregue
4943,2025-12-21,121,24,1,361.41,0.05,343.34,Entregue
4944,2025-12-15,441,17,1,63.03,0.0,63.03,Cancelado
4945,2024-05-24,162,8,1,195.91,0.0,195.91,Entregue
4946,2024-09-15,110,25,1,437.66,0.0,437.66,Entregue
4947,2024-04-02,406,21,1,570.07,0.15,484.56,Cancelado
4948,2024-08-23,19,12,1,175.49,0.05,166.72,Entregue
4949,2025-09-28,14,2,2,431.76,0.15,733.99,Entregue
4950,2024-11-05,27,16,1,47.93,0.1,43.14,Entregue
4951,2024-03-23,336,8,1,195.91,0.0,195.91,Entregue
4952,2024-10-15,198,19,1,78.99,0.1,71.09,Entregue
4953,2025-12-23,79,25,1,437.66,0.05,415.78,Entregue
4954,2025-04-27,91,15,1,57.27,0.0,57.27,Entregue
4955,2024-11-22,447,13,2,154.87,0.0,309.74,Cancelado
4956,2024-05-26,405,2,1,431.76,0.15,367.0,Entregue
4957,2025-12-25,196,16,2,47.93,0.0,95.86,Cancelado
4958,2025-10-02,260,13,1,154.87,0.0,154.87,Entregue
4959,2024-09-01,453,19,2,78.99,0.0,157.98,Em trânsito
4960,2024-03-06,161,7,1,50.46,0.1,45.41,Em trânsito
4961,2024-02-23,455,25,1,437.66,0.0,437.66,Cancelado
4962,2024-04-19,117,22,1,168.57,0.0,168.57,Entregue
4963,2025-03-16,179,13,1,154.87,0.1,139.38,Entregue
4964,2025-11-28,376,21,2,570.07,0.1,1026.13,Entregue
4965,2024-12-30,270,2,1,431.76,0.0,431.76,Cancelado
4966,2025-10-16,114,24,1,361.41,0.0,361.41,Entregue
4967,2024-12-06,57,4,1,301.5,0.0,301.5,Em trânsito
4968,2025-06-30,29,5,1,137.73,0.0,137.73,Entregue
4969,2025-07-21,60,23,1,298.32,0.0,298.32,Entregue
4970,2024-06-01,25,12,1,175.49,0.05,166.72,Cancelado
4971,2024-10-27,319,24,1,361.41,0.1,325.27,Entregue
4972,2025-05-03,352,16,1,47.93,0.0,47.93,Entregue
4973,2024-03-07,309,6,3,68.08,0.0,204.24,Cancelado
4974,2024-10-28,359,9,1,148.2,0.0,148.2,Em trânsito
4975,2025-01-31,285,5,1,137.73,0.0,137.73,Entregue
4976,2025-12-30,100,9,1,148.2,0.0,148.2,Cancelado
4977,2024-12-19,487,23,1,298.32,0.05,283.4,Entregue
4978,2025-09-28,394,11,1,33.09,0.0,33.09,Entregue
4979,2024-11-29,351,5,1,137.73,0.0,137.73,Cancelado
4980,2025-09-13,36,10,1,167.45,0.0,167.45,Entregue
4981,2025-03-29,386,11,1,33.09,0.0,33.09,Entregue
4982,2025-11-09,464,12,1,175.49,0.0,175.49,Entregue
4983,2024-11-20,310,9,1,148.2,0.0,148.2,Cancelado
4984,2025-04-06,223,18,1,90.59,0.0,90.59,Em trânsito
4985,2025-04-27,486,12,2,175.49,0.1,315.88,Entregue
4986,2024-11-23,364,1,1,218.58,0.0,218.58,Entregue
4987,2024-05-08,477,21,1,570.07,0.0,570.07,Em trânsito
4988,2024-03-27,424,23,1,298.32,0.1,268.49,Entregue
4989,2024-01-15,370,4,2,301.5,0.05,572.85,Entregue
4990,2025-11-03,141,7,1,50.46,0.1,45.41,Entregue
4991,2024-07-24,454,2,1,431.76,0.0,431.76,Em trânsito
4992,2024-07-02,186,16,1,47.93,0.0,47.93,Em trânsito
4993,2025-07-25,257,15,1,57.27,0.0,57.27,Em trânsito
4994,2024-10-01,316,16,3,47.93,0.05,136.6,Entregue
4995,2025-01-05,361,21,1,570.07,0.1,513.06,Em trânsito
4996,2024-05-23,406,18,1,90.59,0.0,90.59,Em trânsito
4997,2025-12-12,313,22,3,168.57,0.0,505.71,Em trânsito
4998,2025-10-22,335,1,1,218.58,0.15,185.79,Cancelado
4999,2025-10-29,342,11,1,33.09,0.05,31.44,Entregue
5000,2024-11-18,280,10,1,167.45,0.0,167.45,Entregue
5001,2025-08-16,337,3,2,350.84,0.0,701.68,Entregue
5002,2024-05-08,51,4,1,301.5,0.0,301.5,Cancelado
5003,2024-01-08,427,5,1,137.73,0.0,137.73,Entregue
5004,2024-01-18,368,6,2,68.08,0.0,136.16,Em trânsito
5005,2025-03-21,205,24,1,361.41,0.0,361.41,Entregue
5006,2024-12-10,399,11,1,33.09,0.0,33.09,Entregue
5007,2025-01-16,369,13,1,154.87,0.0,154.87,Entregue
5008,2024-01-07,28,10,1,167.45,0.0,167.45,Entregue
5009,2024-11-25,362,16,1,47.93,0.0,47.93,Cancelado
5010,2025-07-09,412,2,1,431.76,0.0,431.76,Cancelado
5011,2024-12-04,33,4,1,301.5,0.0,301.5,Em trânsito
5012,2025-07-21,344,9,2,148.2,0.0,296.4,Entregue
5013,2024-07-21,246,15,1,57.27,0.0,57.27,Entregue
5014,2025-09-26,95,10,1,167.45,0.0,167.45,Entregue
5015,2025-03-23,398,1,1,218.58,0.1,196.72,Entregue
5016,2024-07-02,480,5,1,137.73,0.0,137.73,Cancelado
5017,2024-07-25,197,1,3,218.58,0.0,655.74,Entregue
5018,2025-04-26,246,1,1,218.58,0.0,218.58,Entregue
5019,2025-10-08,38,19,1,78.99,0.0,78.99,Em trânsito
5020,2024-11-22,26,9,1,148.2,0.0,148.2,Entregue
5021,2024-08-12,483,8,1,195.91,0.0,195.91,Entregue
5022,2025-11-01,240,20,2,61.4,0.15,104.38,Entregue
5023,2025-05-28,407,12,1,175.49,0.05,166.72,Entregue
5024,2024-12-07,443,6,1,68.08,0.0,68.08,Entregue
5025,2024-12-26,222,1,1,218.58,0.0,218.58,Cancelado
5026,2024-06-26,254,10,1,167.45,0.0,167.45,Entregue
5027,2025-04-25,100,21,1,570.07,0.1,513.06,Entregue
5028,2024-10-26,108,5,1,137.73,0.0,137.73,Em trânsito
5029,2025-12-29,258,18,1,90.59,0.1,81.53,Entregue
5030,2024-12-22,185,14,1,61.85,0.1,55.66,Entregue
5031,2024-12-25,242,5,1,137.73,0.0,137.73,Entregue
5032,2025-03-03,328,9,1,148.2,0.0,148.2,Cancelado
